STATION,DATE,TMAX,TMIN
USW00093134,1/7/2019,61,51
USW00093134,1/8/2019,72,50
USW00093134,1/9/2019,67,47
USW00093134,1/10/2019,65,49
USW00093134,1/11/2019,65,51
USW00093134,1/12/2019,60,52
USW00093134,1/13/2019,61,49
USW00093134,1/14/2019,57,52
USW00093134,1/15/2019,59,50
USW00093134,1/16/2019,60,53
USW00093134,1/17/2019,62,56
USW00093134,1/18/2019,67,54
USW00093134,1/19/2019,78,51
USW00093134,1/20/2019,74,54
USW00093134,1/21/2019,63,53
USW00093134,1/22/2019,67,47
USW00093134,1/23/2019,67,45
USW00093134,1/24/2019,77,46
USW00093134,1/25/2019,77,48
USW00093134,1/26/2019,77,50
USW00093134,1/27/2019,77,51
USW00093134,1/28/2019,75,50
USW00093134,1/29/2019,71,55
USW00093134,1/30/2019,68,54
USW00093134,1/31/2019,60,52
USW00093134,2/1/2019,64,48
USW00093134,2/2/2019,59,53
USW00093134,2/3/2019,60,52
USW00093134,2/4/2019,60,51
USW00093134,2/5/2019,56,46
USW00093134,2/6/2019,57,43
USW00093134,2/7/2019,62,43
USW00093134,2/8/2019,63,44
USW00093134,2/9/2019,60,47
USW00093134,2/10/2019,58,47
USW00093134,2/11/2019,61,40
USW00093134,2/12/2019,69,42
USW00093134,2/13/2019,61,52
USW00093134,2/14/2019,63,53
USW00093134,2/15/2019,61,49
USW00093134,2/16/2019,60,45
USW00093134,2/17/2019,58,44
USW00093134,2/18/2019,59,43
USW00093134,2/19/2019,60,41
USW00093134,2/20/2019,57,43
USW00093134,2/21/2019,57,43
USW00093134,2/22/2019,62,40
USW00093134,2/23/2019,62,46
USW00093134,2/24/2019,66,46
USW00093134,2/25/2019,68,48
USW00093134,2/26/2019,66,47
USW00093134,2/27/2019,66,50
USW00093134,2/28/2019,67,56
USW00093134,3/1/2019,66,57
USW00093134,3/2/2019,62,55
USW00093134,3/3/2019,63,54
USW00093134,3/4/2019,65,52
USW00093134,3/5/2019,67,49
USW00093134,3/6/2019,61,54
USW00093134,3/7/2019,62,51
USW00093134,3/8/2019,60,49
USW00093134,3/9/2019,62,50
USW00093134,3/10/2019,62,49
USW00093134,3/11/2019,67,50
USW00093134,3/12/2019,71,55
USW00093134,3/13/2019,69,51
USW00093134,3/14/2019,71,48
USW00093134,3/15/2019,76,48
USW00093134,3/16/2019,81,50
USW00093134,3/17/2019,85,57
USW00093134,3/18/2019,79,57
USW00093134,3/19/2019,69,55
USW00093134,3/20/2019,67,54
USW00093134,3/21/2019,63,52
USW00093134,3/22/2019,66,49
USW00093134,3/23/2019,66,55
USW00093134,3/24/2019,70,53
USW00093134,3/25/2019,75,53
USW00093134,3/26/2019,72,53
USW00093134,3/27/2019,70,56
USW00093134,3/28/2019,67,54
USW00093134,3/29/2019,73,51
USW00093134,3/30/2019,80,54
USW00093134,3/31/2019,85,60
USW00093134,4/1/2019,84,61
USW00093134,4/2/2019,71,59
USW00093134,4/3/2019,67,57
USW00093134,4/4/2019,67,56
USW00093134,4/5/2019,67,54
USW00093134,4/6/2019,70,56
USW00093134,4/7/2019,79,56
USW00093134,4/8/2019,87,60
USW00093134,4/9/2019,80,62
USW00093134,4/10/2019,77,59
USW00093134,4/11/2019,74,57
USW00093134,4/12/2019,77,57
USW00093134,4/13/2019,79,56
USW00093134,4/14/2019,73,54
USW00093134,4/15/2019,67,52
USW00093134,4/16/2019,65,57
USW00093134,4/17/2019,75,54
USW00093134,4/18/2019,82,56
USW00093134,4/19/2019,73,57
USW00093134,4/20/2019,66,57
USW00093134,4/21/2019,70,55
USW00093134,4/22/2019,69,55
USW00093134,4/23/2019,78,56
USW00093134,4/24/2019,79,58
USW00093134,4/25/2019,77,58
USW00093134,4/26/2019,71,58
USW00093134,4/27/2019,69,59
